patent_id,uspc_subclass_title
8398546,KNOWLEDGE PROCESSING SYSTEM
8400313,Vehicle or aerospace
8401676,Genetic algorithm and genetic programming system
8401676,KNOWLEDGE PROCESSING SYSTEM
8401708,Prediction
8401979,NEURAL NETWORK
8401982,MACHINE LEARNING
8401984,KNOWLEDGE PROCESSING SYSTEM
8401985,KNOWLEDGE PROCESSING SYSTEM
8401987,KNOWLEDGE PROCESSING SYSTEM
8402052,PLURAL PROCESSING SYSTEMS
8402365,Having specific pattern matching or control technique
8402365,Knowledge acquisition by a knowledge processing system
8402546,"Reasoning under uncertainty (e.g., fuzzy logic)"
8405339,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
8405339,Classification or recognition
8405721,"Reasoning under uncertainty (e.g., fuzzy logic)"
8406398,KNOWLEDGE PROCESSING SYSTEM
8406935,Prediction
8407026,Analogical reasoning system
8407029,Fuzzy neural network
8407150,"Reasoning under uncertainty (e.g., fuzzy logic)"
8407162,Fuzzy inference processing
8407166,Prediction
8407166,Association
8407166,Knowledge representation and reasoning technique
8407173,Constraint optimization problem solving
8407173,MACHINE LEARNING
8407423,Ruled
8411100,KNOWLEDGE PROCESSING SYSTEM
8411830,Knowledge representation and reasoning technique
8412260,MACHINE LEARNING
8412551,MACHINE LEARNING
8412588,"Designing, planning, programming, CAD, CASE"
8412599,"Reasoning under uncertainty (e.g., fuzzy logic)"
8412645,KNOWLEDGE PROCESSING SYSTEM
8412651,KNOWLEDGE PROCESSING SYSTEM
8412655,KNOWLEDGE PROCESSING SYSTEM
8412657,Association
8412712,Classification or recognition
8412722,Having specific pattern matching or control technique
8412735,Creation or modification
8412735,Ruled
8412736,Prediction
8413111,Ruled
8413111,Creation or modification
8417495,ADAPTIVE SYSTEM
8417648,Classification or recognition
8417648,PLURAL PROCESSING SYSTEMS
8417713,KNOWLEDGE PROCESSING SYSTEM
8417997,"Reasoning under uncertainty (e.g., fuzzy logic)"
8418249,Having specific pattern matching or control technique
8418249,Classification or recognition
8422644,Having specific management of a knowledge base
8423350,KNOWLEDGE PROCESSING SYSTEM
8423482,ADAPTIVE SYSTEM
8423487,Having specific pattern matching or control technique
8423497,KNOWLEDGE PROCESSING SYSTEM
8423497,Knowledge representation and reasoning technique
8423499,PLURAL PROCESSING SYSTEMS
8423523,ADAPTIVE SYSTEM
8423523,MACHINE LEARNING
8423523,Constraint optimization problem solving
8423525,MACHINE LEARNING
8423525,Classification or recognition
8423525,ADAPTIVE SYSTEM
8425418,NEURAL NETWORK
8428345,MACHINE LEARNING
8428556,Ruled
8428556,Classification or recognition
8428897,"Beamforming (e.g., target location, radar)"
8428908,MISCELLANEOUS
8428915,MACHINE LEARNING
8428916,NEURAL NETWORK
8428916,Structure
8429101,KNOWLEDGE PROCESSING SYSTEM
8429102,KNOWLEDGE PROCESSING SYSTEM
8429112,Education or instruction
8429114,KNOWLEDGE PROCESSING SYSTEM
8429182,"Reasoning under uncertainty (e.g., fuzzy logic)"
8429182,KNOWLEDGE PROCESSING SYSTEM
8429608,Creation or modification
8429608,Ruled
8429608,Having specific management of a knowledge base
8429758,"Reasoning under uncertainty (e.g., fuzzy logic)"
8432914,Ruled
8433450,Ruled
8433660,KNOWLEDGE PROCESSING SYSTEM
8433660,MISCELLANEOUS
8433660,Constraint optimization problem solving
8433663,"Reasoning under uncertainty (e.g., fuzzy logic)"
8433665,"Hybrid network (i.e., analog and digital)"
8433667,KNOWLEDGE PROCESSING SYSTEM
8433670,Knowledge representation and reasoning technique
8433673,Knowledge representation and reasoning technique
8433673,Having specific management of a knowledge base
8434060,MISCELLANEOUS
8434060,NEURAL NETWORK
8434060,KNOWLEDGE PROCESSING SYSTEM
8437534,Ruled
8437731,"Reasoning under uncertainty (e.g., fuzzy logic)"
8437731,Knowledge representation and reasoning technique
8437731,Analogical reasoning system
8437844,ADAPTIVE SYSTEM
8437844,Genetic algorithm and genetic programming system
8437844,NEURAL NETWORK
8437869,Classification or recognition
8438120,KNOWLEDGE PROCESSING SYSTEM
8438123,Architecture
8438142,ADAPTIVE SYSTEM
8438142,MACHINE LEARNING
8438145,Learning task
8438145,NEURAL NETWORK
8438145,Classification or recognition
8438150,ADAPTIVE SYSTEM
8438150,MACHINE LEARNING
8438156,ADAPTIVE SYSTEM
8438156,KNOWLEDGE PROCESSING SYSTEM
8442189,MACHINE LEARNING
8442423,MISCELLANEOUS
8442626,Classification or recognition
8442667,Modular
8442667,KNOWLEDGE PROCESSING SYSTEM
8442765,Knowledge representation and reasoning technique
8442765,"Reasoning under uncertainty (e.g., fuzzy logic)"
8442927,Parallel connection
8442933,KNOWLEDGE PROCESSING SYSTEM
8442952,KNOWLEDGE PROCESSING SYSTEM
8442952,ADAPTIVE SYSTEM
8442963,Genetic algorithm and genetic programming system
8442963,MACHINE LEARNING
8442963,ADAPTIVE SYSTEM
8442987,MACHINE LEARNING
8443074,Knowledge representation and reasoning technique
8443350,Ruled
8443350,Knowledge representation and reasoning technique
8447263,Analogical reasoning system
8447263,"Reasoning under uncertainty (e.g., fuzzy logic)"
8447263,Knowledge representation and reasoning technique
8447419,Genetic algorithm and genetic programming system
8447704,MISCELLANEOUS
8447711,"Reasoning under uncertainty (e.g., fuzzy logic)"
8447719,Expert system shell or tool
8447720,Having specific management of a knowledge base
8447720,Knowledge representation and reasoning technique
8447749,Having specific pattern matching or control technique
8447767,Analogical reasoning system
8451194,Analogical reasoning system
8452717,KNOWLEDGE PROCESSING SYSTEM
8452770,"Reasoning under uncertainty (e.g., fuzzy logic)"
8453113,KNOWLEDGE PROCESSING SYSTEM
8453159,Ruled
8453173,Knowledge representation and reasoning technique
8453173,KNOWLEDGE PROCESSING SYSTEM
8453173,"Semantic network (e.g., conceptual dependency, fact based structure)"
8453173,Ruled
8453173,Predicate logic or predicate calculus
8457409,Classification or recognition
8457767,Classification or recognition
8457767,Having specific pattern matching or control technique
8457767,Control
8457985,Knowledge representation and reasoning technique
8457985,KNOWLEDGE PROCESSING SYSTEM
8458102,Having specific pattern matching or control technique
8458110,KNOWLEDGE PROCESSING SYSTEM
8458113,KNOWLEDGE PROCESSING SYSTEM
8458116,MACHINE LEARNING
8458117,KNOWLEDGE PROCESSING SYSTEM
8458189,Classification or recognition
8458520,MACHINE LEARNING
8458584,MACHINE LEARNING
8458796,Knowledge representation and reasoning technique
8462786,MACHINE LEARNING
8462984,Classification or recognition
8463025,NEURAL NETWORK
8463042,Classification or recognition
8463591,MACHINE LEARNING
8463595,Having specific management of a knowledge base
8463682,Knowledge representation and reasoning technique
8463682,Ruled
8463718,KNOWLEDGE PROCESSING SYSTEM
8463720,Classification or recognition
8463722,KNOWLEDGE PROCESSING SYSTEM
8463729,PLURAL PROCESSING SYSTEMS
8463800,Ruled
8463800,Having specific pattern matching or control technique
8463816,Having specific management of a knowledge base
8463816,KNOWLEDGE PROCESSING SYSTEM
8463872,Having specific management of a knowledge base
8464156,Ruled
8464345,Classification or recognition
8467623,Using pulse modulation
8468021,KNOWLEDGE PROCESSING SYSTEM
8468107,Having specific pattern matching or control technique
8468161,ADAPTIVE SYSTEM
8468161,MACHINE LEARNING
8471843,Ruled
8471888,HAVING PARTICULAR USER INTERFACE
8473263,"Reasoning under uncertainty (e.g., fuzzy logic)"
8473263,KNOWLEDGE PROCESSING SYSTEM
8473299,HAVING PARTICULAR USER INTERFACE
8473299,KNOWLEDGE PROCESSING SYSTEM
8473431,Prediction
8473432,KNOWLEDGE PROCESSING SYSTEM
8473439,KNOWLEDGE PROCESSING SYSTEM
8473443,Analogical reasoning system
8473470,ADAPTIVE SYSTEM
8473470,MACHINE LEARNING
8473470,Classification or recognition
8473471,KNOWLEDGE PROCESSING SYSTEM
8473471,Knowledge representation and reasoning technique
8473471,Ruled
8473499,Classification or recognition
8473499,Knowledge acquisition by a knowledge processing system
8473619,Knowledge representation and reasoning technique
8477611,ADAPTIVE SYSTEM
8478507,Structure
8478507,Learning method
8478507,ADAPTIVE SYSTEM
8478507,KNOWLEDGE PROCESSING SYSTEM
8478507,Genetic algorithm and genetic programming system
8478701,KNOWLEDGE PROCESSING SYSTEM
8478764,Ruled
8478764,KNOWLEDGE PROCESSING SYSTEM
8478764,PLURAL PROCESSING SYSTEMS
8478844,Knowledge representation and reasoning technique
8478879,KNOWLEDGE PROCESSING SYSTEM
8482558,"Designing, planning, programming, CAD, CASE"
8482576,MACHINE LEARNING
8482576,Classification or recognition
8482576,NEURAL NETWORK
8483930,ADAPTIVE SYSTEM
8484022,Learning task
8484022,Learning method
8484022,Classification or recognition
8484143,KNOWLEDGE PROCESSING SYSTEM
8484144,Structure
8484148,MACHINE LEARNING
8484176,Knowledge representation and reasoning technique
8484176,Ruled
8484176,KNOWLEDGE PROCESSING SYSTEM
8484194,MACHINE LEARNING
8484194,Knowledge representation and reasoning technique
8488150,Knowledge representation and reasoning technique
8488176,Knowledge representation and reasoning technique
8489522,Structure
8489522,Learning method
8489528,Learning method
8489529,KNOWLEDGE PROCESSING SYSTEM
8489618,KNOWLEDGE PROCESSING SYSTEM
8489997,Knowledge representation and reasoning technique
8489997,ADAPTIVE SYSTEM
8489997,Expert system shell or tool
8489997,Prediction
8490018,MACHINE LEARNING
8490056,KNOWLEDGE PROCESSING SYSTEM
8491311,Knowledge representation and reasoning technique
8491311,KNOWLEDGE PROCESSING SYSTEM
8491311,Education or instruction
8493216,Analogical reasoning system
8493216,"Reasoning under uncertainty (e.g., fuzzy logic)"
8493583,KNOWLEDGE PROCESSING SYSTEM
8494689,Knowledge representation and reasoning technique
8494689,Learning method
8494689,KNOWLEDGE PROCESSING SYSTEM
8494689,Analogical reasoning system
8494689,Having specific management of a knowledge base
8494816,Genetic algorithm and genetic programming system
8494816,Constraint optimization problem solving
8494950,Propositional logic
8494980,ADAPTIVE SYSTEM
8494980,Ruled
8494987,KNOWLEDGE PROCESSING SYSTEM
8494990,KNOWLEDGE PROCESSING SYSTEM
8495042,KNOWLEDGE PROCESSING SYSTEM
8495042,Knowledge representation and reasoning technique
8495090,PLURAL PROCESSING SYSTEMS
8498826,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
8498826,Classification or recognition
8498841,NEURAL NETWORK
8498841,KNOWLEDGE PROCESSING SYSTEM
8498841,ADAPTIVE SYSTEM
8498841,Control
8498850,MACHINE LEARNING
8498859,MISCELLANEOUS
8498859,FUZZY LOGIC HARDWARE
8498859,KNOWLEDGE PROCESSING SYSTEM
8498859,NEURAL NETWORK
8498859,MACHINE LEARNING
8498948,Analogical reasoning system
8498956,KNOWLEDGE PROCESSING SYSTEM
8498983,MACHINE LEARNING
8498983,ADAPTIVE SYSTEM
8499335,MACHINE LEARNING
8504335,Genetic algorithm and genetic programming system
8504341,"Geological (e.g., seismology)"
8504341,Neural simulation environment
8504341,By neural network
8504357,Ruled
8504392,Ruled
8504392,Knowledge acquisition by a knowledge processing system
8504392,MACHINE LEARNING
8504392,Learning method
8504392,KNOWLEDGE PROCESSING SYSTEM
8504481,"Analog fuzzy computer (e.g., controller)"
8504494,"Reasoning under uncertainty (e.g., fuzzy logic)"
8504500,NEURAL NETWORK
8504509,Learning method
8504509,Prediction
8504511,KNOWLEDGE PROCESSING SYSTEM
8504532,MACHINE LEARNING
8504532,ADAPTIVE SYSTEM
8508364,Environment
8508364,"Geological (e.g., seismology)"
8510083,KNOWLEDGE PROCESSING SYSTEM
8510234,NEURAL NETWORK
8510242,"Geological (e.g., seismology)"
8510243,KNOWLEDGE PROCESSING SYSTEM
8510296,MACHINE LEARNING
8510296,ADAPTIVE SYSTEM
8510300,Having specific pattern matching or control technique
8510300,Knowledge representation and reasoning technique
8510328,KNOWLEDGE PROCESSING SYSTEM
8510338,Knowledge representation and reasoning technique
8510338,Having specific pattern matching or control technique
8510658,HAVING PARTICULAR USER INTERFACE
8510836,MACHINE LEARNING
8511145,Classification or recognition
8511145,NEURAL NETWORK
8512554,KNOWLEDGE PROCESSING SYSTEM
8512554,Medical
8514097,MACHINE LEARNING
8515184,NEURAL NETWORK
8515184,KNOWLEDGE PROCESSING SYSTEM
8515184,Knowledge representation and reasoning technique
8515184,MACHINE LEARNING
8515213,By neural network
8515613,MACHINE LEARNING
8515676,Radiant energy neural network
8515715,ADAPTIVE SYSTEM
8515715,Knowledge acquisition by a knowledge processing system
8515715,Expert system shell or tool
8515715,Genetic algorithm and genetic programming system
8515753,HAVING PARTICULAR USER INTERFACE
8515762,Knowledge representation and reasoning technique
8515835,Business
8515887,Classification or recognition
8515892,"Semantic network (e.g., conceptual dependency, fact based structure)"
8515895,KNOWLEDGE PROCESSING SYSTEM
8515935,Temporal logic
8516013,NEURAL NETWORK
8516013,HAVING PARTICULAR USER INTERFACE
8516193,Ruled
8516568,MACHINE LEARNING
8516580,Knowledge representation and reasoning technique
8521503,"Reasoning under uncertainty (e.g., fuzzy logic)"
8521512,KNOWLEDGE PROCESSING SYSTEM
8521542,NEURAL NETWORK
8521659,"Reasoning under uncertainty (e.g., fuzzy logic)"
8521663,KNOWLEDGE PROCESSING SYSTEM
8521670,KNOWLEDGE PROCESSING SYSTEM
8521681,MACHINE LEARNING
8521746,MACHINE LEARNING
8521746,ADAPTIVE SYSTEM
8521757,Learning method
8521757,NEURAL NETWORK
8521757,Learning task
8521759,FUZZY LOGIC HARDWARE
8521759,Fuzzy neural network
8521759,Knowledge representation and reasoning technique
8521759,KNOWLEDGE PROCESSING SYSTEM
8521759,"Reasoning under uncertainty (e.g., fuzzy logic)"
8521785,Constraint optimization problem solving
8522257,MACHINE LEARNING
8527217,KNOWLEDGE PROCESSING SYSTEM
8527217,MACHINE LEARNING
8527256,FUZZY LOGIC HARDWARE
8527262,KNOWLEDGE PROCESSING SYSTEM
8527262,Having specific management of a knowledge base
8527262,MACHINE LEARNING
8527316,Ruled
8527432,Classification or recognition
8527432,ADAPTIVE SYSTEM
8527434,KNOWLEDGE PROCESSING SYSTEM
8527436,KNOWLEDGE PROCESSING SYSTEM
8527445,Learning task
8527448,MACHINE LEARNING
8527448,ADAPTIVE SYSTEM
8527450,MACHINE LEARNING
8527483,"Beamforming (e.g., target location, radar)"
8527483,"Signal processing (e.g., filter)"
8527483,Learning task
8527523,Analogical reasoning system
8527542,Multilayer feedforward
8527542,Learning method
8529446,KNOWLEDGE PROCESSING SYSTEM
8529446,Knowledge representation and reasoning technique
8531451,KNOWLEDGE PROCESSING SYSTEM
8532922,Vehicle or aerospace
8532989,Control
8532989,KNOWLEDGE PROCESSING SYSTEM
8533135,Genetic algorithm and genetic programming system
8533136,KNOWLEDGE PROCESSING SYSTEM
8533140,"Semantic network (e.g., conceptual dependency, fact based structure)"
8533141,KNOWLEDGE PROCESSING SYSTEM
8533146,KNOWLEDGE PROCESSING SYSTEM
8533162,ADAPTIVE SYSTEM
8533235,Prediction
8533237,HAVING PARTICULAR USER INTERFACE
8533237,KNOWLEDGE PROCESSING SYSTEM
8533237,MACHINE LEARNING
8533237,MISCELLANEOUS
8533275,Ruled
8533819,HAVING PARTICULAR USER INTERFACE
8537921,"Beamforming (e.g., target location, radar)"
8538169,KNOWLEDGE PROCESSING SYSTEM
8538173,Having specific pattern matching or control technique
8538566,Classification or recognition
8538675,"Reasoning under uncertainty (e.g., fuzzy logic)"
8538695,Analogical reasoning system
8538695,MISCELLANEOUS
8538768,Expert system shell or tool
8538898,KNOWLEDGE PROCESSING SYSTEM
8538901,Recurrent
8538904,MACHINE LEARNING
8538905,Knowledge acquisition by a knowledge processing system
8538907,KNOWLEDGE PROCESSING SYSTEM
8538908,Having specific pattern matching or control technique
8538909,Ruled
8539013,Knowledge representation and reasoning technique
8539017,Ruled
8539086,Knowledge representation and reasoning technique
8539221,MACHINE LEARNING
8539221,Knowledge representation and reasoning technique
8539487,Creation or modification
8539487,Having specific management of a knowledge base
8539487,Knowledge representation and reasoning technique
8539487,KNOWLEDGE PROCESSING SYSTEM
8539487,Having specific pattern matching or control technique
8539487,Ruled
8539487,Expert system shell or tool
8539487,Knowledge acquisition by a knowledge processing system
8540515,ADAPTIVE SYSTEM
8540516,ADAPTIVE SYSTEM
8540517,ADAPTIVE SYSTEM
8542905,MACHINE LEARNING
8542912,MACHINE LEARNING
8543380,KNOWLEDGE PROCESSING SYSTEM
8543380,Ruled
8543401,Analogical reasoning system
8543516,KNOWLEDGE PROCESSING SYSTEM
8543653,Genetic algorithm and genetic programming system
8543660,Expert system shell or tool
8543660,Having specific management of a knowledge base
8543660,Knowledge acquisition by a knowledge processing system
8543690,Having specific management of a knowledge base
8548036,"Reasoning under uncertainty (e.g., fuzzy logic)"
8548231,Predicate logic or predicate calculus
8548656,Learning method
8548777,MACHINE LEARNING
8548777,Having function generator
8548827,Expert system shell or tool
8548827,Ruled
8548828,MACHINE LEARNING
8548828,Knowledge representation and reasoning technique
8548828,Ruled
8548828,KNOWLEDGE PROCESSING SYSTEM
8548832,KNOWLEDGE PROCESSING SYSTEM
8548890,"Reasoning under uncertainty (e.g., fuzzy logic)"
8548936,KNOWLEDGE PROCESSING SYSTEM
8548945,ADAPTIVE SYSTEM
8548945,NEURAL NETWORK
8548988,Knowledge representation and reasoning technique
8548988,KNOWLEDGE PROCESSING SYSTEM
8548988,Having specific pattern matching or control technique
8549116,Ruled
8549402,Prediction
8554421,MISCELLANEOUS
8554421,KNOWLEDGE PROCESSING SYSTEM
8554520,"Designing, planning, programming, CAD, CASE"
8554540,Having specific management of a knowledge base
8554540,Ruled
8554540,HAVING PARTICULAR USER INTERFACE
